文件名	360网盘密码	AZW3格式(推荐)	EPUB格式	MOBI格式	PDF格式	城通网盘(备份)	天翼云盘(推荐)	天翼云盘密码	微软云盘	百度网盘	百度网盘密码
《沧月作品集》										http://pan.baidu.com/s/1gfbjiEn 	fcyr	
《韩寒作品集》										http://pan.baidu.com/s/1nvjeyjZ	mmiy	
《大漠谣》										http://pan.baidu.com/s/1o7EAmpk	xrv7	
《最美的时光》										http://pan.baidu.com/s/1hsz3A8s	shcd	
《诡域档案》										https://pan.baidu.com/s/1fbFGKid31HiV4MrcAHxY8g	i0xq	
《羊毛战记》										http://pan.baidu.com/s/1dFqMps1 	cv7w	
《枭臣》										http://pan.baidu.com/s/1hrJO4Ws 	wdro	
《雅舍谈吃》										http://pan.baidu.com/s/1jIgff74 	jzct	
《极品家丁》							https://cloud.189.cn/t/EnE3QjUrIZjm	9817	https://1drv.ms/f/s!Agu94tZH0D3CgaUkLiztgGc_OV5GaQ	https://pan.baidu.com/s/1XmtMP9hYuHsZgeqWzcxIEA	4jf9	
《锻仙》										http://pan.baidu.com/s/1pLuOgB5 	88uy	
《我欲封天》										http://pan.baidu.com/s/1qYNSs2K 	1tnp	
《卡耐基的人生哲学丛书》										http://pan.baidu.com/s/1miPdYXy	s3re	
《星战风暴》										http://pan.baidu.com/s/1sl07ozr	bsen	
《读客知识小说文库精选集·第一辑（共39册）》										http://pan.baidu.com/s/1eREQ9m6	xhcq	
《读客知识小说文库精选集·第二辑（共39册）》										http://pan.baidu.com/s/1i4AaHDj	dqmm	
《李自成》										http://pan.baidu.com/s/1gePDTEr	j22d	
《金粉世家》										http://pan.baidu.com/s/1gf0lEpH 	g5x2	
《纸醉金迷》										http://pan.baidu.com/s/1eR5xj3s 	a4fe	
《安意如作品四本》										http://pan.baidu.com/s/1i5z1DC5	sv1u	
《安妮宝贝作品三本》										http://pan.baidu.com/s/1sk8y66p	u3dr	
《冯唐作品集》										http://pan.baidu.com/s/1kV2fxQZ 	nmg2	
《胡兰成作品集6本》										http://pan.baidu.com/s/1cmOKHo 	cdy2	
《牛津通识精选：学科系列》										http://pan.baidu.com/s/1bpp44YN	v4t2	
《战国纵横：鬼谷子的局》										http://pan.baidu.com/s/1kVJaztH 	6fkm	
《梦之神游作品集5本》										http://pan.baidu.com/s/1o8EkCbC	8s47	
《阿瑟·克拉克经典科幻超值套装》（套装共4册）										http://pan.baidu.com/s/1dFbTssx	u8hx	
《解放战争》										http://pan.baidu.com/s/1eR4Hpn0 	t1a4	
《灾厄降临》 作者：黑十三郎										http://pan.baidu.com/s/1boRhZUB	9s9f	
《罗马人的故事（套装共15册）》							https://cloud.189.cn/t/7jmeEzaInuim	9473	https://1drv.ms/f/s!Agu94tZH0D3CgaFY_UxRbAuEKAq2zQ	https://pan.baidu.com/s/1yi48pyCs7rEd5UyM4ZYYBA	gl6g	
《姑妄言》										http://pan.baidu.com/s/1cwYg1o	myj3	
《北平无战事》										http://pan.baidu.com/s/1c2uSknA 	frt5	
《十国千娇》【全本】										http://pan.baidu.com/s/1c3dOOQ	ymxx	
《连环罪：心里有鬼》										http://pan.baidu.com/s/1gePEchX 	5ux4	
《首席御医》										https://pan.baidu.com/s/11urqX-lLNAkYd4zVcWD6Dw	iegg	
《唐朝穿越指南》（彩图版）										http://pan.baidu.com/s/1jIczgSu	vqqu	
《帝王业 》										http://pan.baidu.com/s/1qY3roug 	5wex	
《麦田里的守望者》										http://pan.baidu.com/s/1hrGO5jY 	n85n	
《兰因·璧月》										http://pan.baidu.com/s/1jINgruY 	cfud	
《山楂树之恋》						https://page71.ctfile.com/dir/11851471-23483045-eb1123/				http://pan.baidu.com/s/1jIP0ILg 	11by	
《唐朝定居指南》										http://pan.baidu.com/s/1skX1gLJ	a5et	
《我们台湾这些年》										http://pan.baidu.com/s/1qYIQs7U	rtty	
《盛唐领土争夺战 超值珍藏套装》										http://pan.baidu.com/s/1qYxlEP2 	7v2v	
《江户川乱步作品集》										http://pan.baidu.com/s/1jIrsoqa	tp5c	
《代号星期四》										http://pan.baidu.com/s/1dFdpqU1 	8ryj	
《中国科幻丛书》										http://pan.baidu.com/s/1hs0PJu8 	a8kx	
《大宋帝国三百年》										http://pan.baidu.com/s/1i513EQT 	yef5	
《资治通鉴 柏杨版》										http://pan.baidu.com/s/1hshUze0 	4khd	
《中国通史》										http://pan.baidu.com/s/1eSNU0YQ 	z32i	
《唐家三少作品集（套装共8本）》							https://cloud.189.cn/t/UVfARnAFvI3m	2159	https://1drv.ms/f/s!Agu94tZH0D3CgaF_gdygb2QZTBCDVg	https://pan.baidu.com/s/14uSThdkUAqFA3JlxrW_Khw	f45n	
《古龙作品全集》										http://pan.baidu.com/s/1ge3ZvWn	4d98	
《山海经密码》										http://pan.baidu.com/s/1gf6X18f 	yzuv	
《警察难做》										http://pan.baidu.com/s/1eSoI8Hs 	6jsf	
《温瑞安武侠作品全集》										http://pan.baidu.com/s/1hr5tqq4	437i	
《轻历史32本大合集》						https://u11851471.ctfile.com/dir/11851471-27516084-f02c7c/	https://cloud.189.cn/t/uMvaA3auAZra 	8361		https://pan.baidu.com/s/1i8Cht_5oDkjOUsGaGIV2zA 	slvs	
《八月长安作品集6本》										http://pan.baidu.com/s/1dE8hn4t 	8rks	
《一千零一夜（又名：天方夜谭）》										http://pan.baidu.com/s/1dECkZDJ 	vt72	
《一个人的朝圣》										http://pan.baidu.com/s/1qX7KOuK 	9vtg	
《穆斯林的葬礼》										http://pan.baidu.com/s/1c2bp6TU 	tvw5	
《暗黑神探》										http://pan.baidu.com/s/1qXTz8eS 	362a	
《穿越恐怖之都:索马里行纪》										http://pan.baidu.com/s/1nvgwQY9 	t4b9	
《南非的启示:曼德拉传·从南非看中国·新南非19年》										http://pan.baidu.com/s/1eSsMyMe	fdzq	
《老生常谈》										http://pan.baidu.com/s/1c16NveK 	k7p2	
《知日·明治维新》										http://pan.baidu.com/s/1nuUlBdR	wmtw	
《知日·家宅》										http://pan.baidu.com/s/1dFOC5nb	2cc9	
《中国文学史》										http://pan.baidu.com/s/1mhZDrBi	22n6	
《异域密码异闻录系列三本》										http://pan.baidu.com/s/1jHDwJUA 	vgu7	
《哈佛商学院管理全书》(套装共10册)										http://pan.baidu.com/s/1kVjOKn1 	iug7	
《哈利波特1-7全集》										http://pan.baidu.com/s/1qYOWkv6 	iak6	
《宜昌鬼事三部曲》										http://pan.baidu.com/s/1i47tjAt 	41zk	
《黄易作品全集》										http://pan.baidu.com/s/1mipSvHm 	2cze	
《天下节度》										http://pan.baidu.com/s/1i45XqHR 	umcm	
《金庸武侠小说全集》									http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498527052111&sk=6065D28083473231C78F3884E226D7DC&ufi=7149021260297038&token=cloud16&sig=oswARyol%2FBSiWwzUshR4n5njjD8%3D	http://pan.baidu.com/s/1nuAjAwL 	223z	
《江南三部曲》										http://pan.baidu.com/s/1dE8hsIX 	d8xr	
《积极心理学之父塞利格曼幸福五部曲(套装共5册)》										https://pan.baidu.com/s/1KyjsAs-7VkShE4lvoDBE9Q	wix0	
《苏德战争两部》										http://pan.baidu.com/s/1sly5Ekl 	hhib	
《知日·杂货》										http://pan.baidu.com/s/1mhOid2w	8gy8	
《至味在人间》										https://pan.baidu.com/s/1Ps-O4a8D69u_nEYseCvkgA 	r4y7	
《知乎系列》										https://pan.baidu.com/s/1c131p64 	agqr	
《亦舒作品集全集（290本）》						https://page71.ctfile.com/fs/11851471-211656678				http://pan.baidu.com/s/1dFhBLst 	dx6d	
《阳谋高手》										http://pan.baidu.com/s/1gfsK1IN 	xcpw	
《火中金莲》										http://pan.baidu.com/s/1slCcUyL 	qcwj	
《蒙古帝国》										http://pan.baidu.com/s/1eSmGQVC	2xiy	
《丘吉尔世界大战丛书（套装共17册）》							https://cloud.189.cn/t/jIZRRrQruuAv	0659	https://1drv.ms/f/s!Agu94tZH0D3CgaJJgsHlf1A7jt3j4A	http://pan.baidu.com/s/1eSsM5fs 	skby	
《林语堂经典作品集》										http://pan.baidu.com/s/1c1JEKs4 	kqqp	
《最美遇见你》										http://pan.baidu.com/s/1qXE64Lu 	mnet	
《讲谈社•中国的历史(套装共10册)》										http://pan.baidu.com/s/1i4AbcZr 	9hss	
《鲁迅全集》										http://pan.baidu.com/s/1o81tDTw 	2qcs	
《苗疆蛊事》【正版全集】										http://pan.baidu.com/s/1hsNQ7wK	37sv	
《大周皇族》						https://page71.ctfile.com/fs/11851471-212317626				http://pan.baidu.com/s/1mhIvujA 	qhoe	
《侣行》【1+2两部全】										 http://pan.baidu.com/s/1eRRcnwI 	urjj	
《忘则怎生便忘得：闲品金庸笔下的爱情》										http://pan.baidu.com/s/1nuMKmTj	17gy	
《佛家、道家、儒家智慧一点通》										http://pan.baidu.com/s/1dFHlhwl 	d5rw	
《搜异者作品四本》										http://pan.baidu.com/s/1hsAZ94o 	4iq7	
《英雄志》										http://pan.baidu.com/s/1c2cBB4O 	2itc	
《天才相士》										http://pan.baidu.com/s/1jHYvE0Q 	evza	
《情商》										https://pan.baidu.com/s/19dRn15eAI1rvUQHD2Rq-nA	ucsb	
《亚特兰蒂斯》										http://pan.baidu.com/s/1dEF8Z41 	gcmq	
《流年碎影》										http://pan.baidu.com/s/1slu2b73 	kf1n	
《经典童话寓言系列四本》										https://pan.baidu.com/s/1825Wh4TE6J0GNMLJwYNljA	s76n	
《大国的兴衰》										http://pan.baidu.com/s/1gfuM2MR 	nunn	
《花千骨》										http://pan.baidu.com/s/1c2umCLE	rfar	
《明朝那些事》										http://pan.baidu.com/s/1dEXRaPb 	t42w	
《芈月传》										http://pan.baidu.com/s/1eRSylOm	xynk	
《世界文明史》										http://pan.baidu.com/s/1o8rQ8u2 	4bjt	
《决战王妃》										http://pan.baidu.com/s/1i4UtXlj 	erhv	
《怪屋女孩》										http://pan.baidu.com/s/1dFbTJXn 	bbm6	
《偷影子的人》										http://pan.baidu.com/s/1qXOGdL6	fkub	
《陈二狗的妖孽人生》										http://pan.baidu.com/s/1bV7wgI 	3p8d	
《阿弥陀佛么么哒》										http://pan.baidu.com/s/1jHOmy5w 	kama	
《一个人的朝圣2：奎妮的情歌》										http://pan.baidu.com/s/1eR91yCU	ypun	
《小王子》										http://pan.baidu.com/s/1bpA3ILT	2htg	
《24个比利》										http://pan.baidu.com/s/1pKZ74TX	tmzq	
《曾少年》										http://pan.baidu.com/s/1c2FlzeK 	cxh6	
《蝴蝶梦》										http://pan.baidu.com/s/1c1GXcqO	aukc	
《杀人鬼系列两部》										http://pan.baidu.com/s/1kUR8i15 	55x3	
《乖,摸摸头》										http://pan.baidu.com/s/1jI6REJ0 	pyqa	
《卑鄙的圣人曹操》										http://pan.baidu.com/s/1kUBtgn9 	3p7n	
《狼图腾》										http://pan.baidu.com/s/1gfykvhL 	6v78	
《狼群》										http://pan.baidu.com/s/1bpoPfm3 		
《帝国政界往事:公元1127年大宋实录》										http://pan.baidu.com/s/1pKMavxh	h8bn	
《完美世界》										http://pan.baidu.com/s/1kU9Xqvl 	6wj7	
《国家意志》										http://pan.baidu.com/s/1slOowMT		
《很纯很暧昧》										http://pan.baidu.com/s/1nv0tn0d 	5jdo	
《良辰讵可待》										http://pan.baidu.com/s/1hsoERGS 		
《别相信任何人》										http://pan.baidu.com/s/1o7KG4Bo 	wjs2	
《宋慈洗冤录•一天明月》										http://pan.baidu.com/s/1eS8vMG6 	tgt4	
《恶童日记》										http://pan.baidu.com/s/1pLChn9T 	6jja	
《蒋介石与现代中国》										http://pan.baidu.com/s/1bKzbbC 	jydc	
《孤儿列车》										http://pan.baidu.com/s/1cDnF0U 	9xf5	
《肯·福莱特精选套装5册（《巨人的陨落》作者）》										http://pan.baidu.com/s/1boJHcfX	er6w	
《小姨多鹤 》										http://pan.baidu.com/s/1hsPmHZe 	2enw	
《哥舒意作品四本》										http://pan.baidu.com/s/1c3euyq 	t6pr	
《民国刺杀疑案》										http://pan.baidu.com/s/1boS443P 	3ix4	
《卅街档案馆：有诡》										http://pan.baidu.com/s/1pK9PldL 	jvsq	
《悬念大师希区柯克经典故事集》										http://pan.baidu.com/s/1qY8b2ag 	i78q	
《惊奇物语系列（套装3册）》										http://pan.baidu.com/s/1c1GXjHY 	ie89	
《乌盆记》										http://pan.baidu.com/s/1qXDQU0O 	kxxn	
《暗黑者外传：惩罚（原名《死亡通知单外传：惩罚》）》										http://pan.baidu.com/s/1mhL0BvM 	y2x9	
《异海》										http://pan.baidu.com/s/1pLfDpoB 	u7ue	
《奥术神座》						https://page71.ctfile.com/dir/11851471-24341800-82a221/				http://pan.baidu.com/s/1nuWDvT3 	t39m	
《许倬云说历史系列》										http://pan.baidu.com/s/1gfhp3B9 	fbvp	
《西方六大帝国系列从书》										http://pan.baidu.com/s/1gf8tSnp	vbjp	
《余华长篇小说四本》							https://cloud.189.cn/t/MRJNbum6JbYz	1042	https://1drv.ms/f/s!Agu94tZH0D3CgZkmKRxMIJTVrVub4Q	https://pan.baidu.com/s/1EM-R28JzE2w-Lty6L5G6Bg	u5hq	
《麻衣世家》										http://pan.baidu.com/s/1bo75NuZ 	cpuz	
《暮光之城系列(套装共4册)》										http://pan.baidu.com/s/1cwsLh8 	yrwx	
《秦崩:从秦始皇到刘邦》		http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499268753725&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2149121571588414&token=cloud4&sig=H1ZjWcipBwWeacfmB5pdnnOoHpk%3D	http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499268753713&sk=6065D28083473231C78F3884E226D7DC&ufi=2149121571588465&token=cloud16&sig=G9RlG6JrE4zonRrspuCzxdqZqkk%3D	http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499268753720&sk=98A6737B325C52C84D55218BF66D57AA&ufi=3149821568238406&token=cloud15&sig=8lSN9EWWCW%2BkLk4662z9hFmdA5A%3D						http://pan.baidu.com/s/1qYDHyC8 	xlap	
《大动乱的年代:1949-1976年的中国》										http://pan.baidu.com/s/1dFyYBHf 	33w8	
《艾丽丝•门罗作品集》										http://pan.baidu.com/s/1qYVIfgg 	vamm	
《人间词话》										http://pan.baidu.com/s/1nvhdtpB 		
《神经漫游者》										http://pan.baidu.com/s/1dFE37qx 	6cn2	
《神探狄仁杰1-4册》			http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499345834798&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7149121505398382&token=cloud3&sig=h%2FAM3CbhMVGtNEYLyRWnUYcnjWw%3D	http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499345834792&sk=6065D28083473231C78F3884E226D7DC&ufi=3149821504171855&token=cloud16&sig=Ma1AbMqWW9RCQEV%2B0re%2F1WAjp6s%3D						http://pan.baidu.com/s/1c2em6dy 	pzrr	
《生存与命运》										http://pan.baidu.com/s/1qYVIgn6 	c9yk	
《岛上书店》										http://pan.baidu.com/s/1bNgVVK 	ap6r	
《北京教父(套装共3册)》										http://pan.baidu.com/s/1jHKOKsQ 	hqqn	
《无声告白》										http://pan.baidu.com/s/1boZqhLP 	rkpr	
《零伯爵》										http://pan.baidu.com/s/1slvOpEd 	cpjh	
《千禧年系列三部曲》										http://pan.baidu.com/s/1kUSUpAf 	vn9e	
《余秋雨作品集（8本加经典语录）》										http://pan.baidu.com/s/1boKxfuZ 	x33f	
《中国国家地理2015》										http://pan.baidu.com/s/1gf18vlx	hckz	
《九州缥缈录》										http://pan.baidu.com/s/1o8crAHW 	t41r	
《风港》										http://pan.baidu.com/s/1jHVEirW 	mpbp	
《哈佛凌晨四点半:哈佛大学送给青少年的好礼物》										http://pan.baidu.com/s/1boXoxlH 	jxkb	
《与凤行》										http://pan.baidu.com/s/1pLlJaiR 	y5ih	
《太子妃升职记》						https://u11851471.ctfile.com/dir/11851471-25688869-e37d4f/				http://pan.baidu.com/s/1sluk53J 	g03v	
《黄河鬼棺》										http://pan.baidu.com/s/1bPOMM6 	uwjm	
《霍乱时期的爱情》										http://pan.baidu.com/s/1c2zC9Ug 	bvvc	
《风姿物语》										http://pan.baidu.com/s/1i5Q6LH7 	qdit	
《佣兵天下》										http://pan.baidu.com/s/1nvIrf1B 	12gy	
《穹顶之下》										http://pan.baidu.com/s/1hsdPNcK 	knes	
《华胥引》										http://pan.baidu.com/s/1cIDBkU 	euz8	
《基督山伯爵 》										http://pan.baidu.com/s/1eSfVKPk 	bgdo	
《猫力乱步》										http://pan.baidu.com/s/1dEMuZfV	zcw6	
《闪灵》										http://pan.baidu.com/s/1i5yg6eL 	zfdd	
《少年Pi的奇幻漂流(插图珍藏版)》										http://pan.baidu.com/s/1dF7If3F 	7jiz	
《少数派报告》										http://pan.baidu.com/s/1o8o2XD4 	yd4p	
《雾都孤儿》										http://pan.baidu.com/s/1c2r5ixi 	3k4a	
《一寸河山一寸血(套装共5册) 》	22c4									http://pan.baidu.com/s/1hs8Yb6s 	2y5g	
《1912-1928：文武北洋》										http://pan.baidu.com/s/1i4Efto5 	1ioy	
《这个历史挺靠谱：袁腾飞讲历史(套装共3册)》							https://cloud.189.cn/t/mYzeEbymYfAz	3914	https://1drv.ms/f/s!Agu94tZH0D3CgaER58frVLRL9_grbg	https://pan.baidu.com/s/1cCMqKPbDtyQ4s4Dh3TKRRA	iiff	
《易中天品三国(套装全2册)》										http://pan.baidu.com/s/1dFbogzZ 	4yuq	
《围城》										http://pan.baidu.com/s/1o8GTpV0 	jfcf	
《心外传奇》										http://pan.baidu.com/s/1qYnIUGs 	vaic	
《天命》										http://pan.baidu.com/s/1cFVOAU 	vm1j	
《堂吉诃德(套装上下册)》										http://pan.baidu.com/s/1i52xL1F 	0a96	
《天才在左疯子在右》										http://pan.baidu.com/s/1i4Vau4t 	yx48	
《笑忘书》										http://pan.baidu.com/s/1pKWQaxX 	nt10	
《印度,漂浮的次大陆》										http://pan.baidu.com/s/1bCXIVk 	uqw1	
《幽灵舰队》										http://pan.baidu.com/s/1miD99yC 	uhfv	
《战争就是这么回事儿:袁腾飞讲二战(套装共2册)》										http://pan.baidu.com/s/1o84HYLO 	fm3o	
《中国十大考古发现 (图说天下、探索发现系列)》										http://pan.baidu.com/s/1mivYCTM 	o225	
《中国通史(傅乐成版)》										http://pan.baidu.com/s/1geOsPYb 	a2gn	
《大谋小计五十年:诸葛亮传(珍藏版5册全)》										http://pan.baidu.com/s/1kVPgUqF 	ne3e	
《凶宅笔记》										http://pan.baidu.com/s/1jIg3B3S 	rrit	
《清末四大奇案》										http://pan.baidu.com/s/1eR2ao3S 	o1gj	
《醉玲珑》										http://pan.baidu.com/s/1dE8hVNV 	t7o4	
《你和我的倾城时光》										http://pan.baidu.com/s/1nvJDjoX 	txy0	
《江山美人志》										http://pan.baidu.com/s/1pKJYQKz 	4e5k	
《唐朝诡事录（第一部+第二部：长安鬼迹）》										http://pan.baidu.com/s/1kUUWuUz 	m5so	
《鬼谷子绝学》										http://pan.baidu.com/s/1dFfXTHB 	wsac	
《太平洋戰爭1941-1945》										http://pan.baidu.com/s/1i5g5HOD 	3652	
《如果蜗牛有爱情》										http://pan.baidu.com/s/1slmvcD3	xucr	
《这个历史挺靠谱:袁腾飞讲中国史（上+下）》										http://pan.baidu.com/s/1eSkFBHo 	xl4r	
《开元悬疑录:将进酒》										http://pan.baidu.com/s/1nu7REK5	nqj7	
《杀死一只知更鸟》										http://pan.baidu.com/s/1jIlnzym 	puid	
《她的镜像幽灵》										http://pan.baidu.com/s/1pK7N9DD 	pun4	
《大汉公主》										http://pan.baidu.com/s/1o8CjDc2 	qf3p	
《萤火虫小巷》										http://pan.baidu.com/s/1bo0K5Ev 	bdb7	
《瓦尔登湖》										http://pan.baidu.com/s/1gfqdtUb 	nvkp	
《昆虫记(美绘版)》										http://pan.baidu.com/s/1o7McPYU 	zzx0	
《贾志刚说春秋》										http://pan.baidu.com/s/1cE9Yb0 	vr00	
《战争从未如此热血：二战美日太平洋大对决》										http://pan.baidu.com/s/1jItuWPg 	tdwy	
《印加帝国三部曲》（										http://pan.baidu.com/s/1ge6IdnP 	qjcq	
《拾灵者》										http://pan.baidu.com/s/1jIlT2Wu	wtt5	
《死亡之书》										http://pan.baidu.com/s/1pLMrbhp 	zb9g	
《鱼：小岛惊魂》										http://pan.baidu.com/s/1c0wQ1g 	q2yi	
《夏目漱石作品集》										http://pan.baidu.com/s/1nvq7bBV 	7hr5	
《太宰治作品集（7本）》										http://pan.baidu.com/s/1geAfPqb 	yr24	
